3.8	87	7.36	-51.82
3.9	88	7.39	-52.33
3.7	100	7.45	-63.91
2.8	136	7.53	-69.17
1.7	158	7.54	-71.4
0.8	191	7.53	-74.01
1.4	221	7.62	-77.54
3.5	192	7.63	-79.05
4.4	196	7.62	-80.5
3.6	217	7.58	-82.12
2.7	218	7.55	-84.44
2.4	200	7.53	-84.9
3	205	7.53	-81.47
3.5	215	7.53	-77.66
3.7	221	7.53	-73.53
6.3	227	7.53	-58.66
7.8	220	7.54	-47.3
7.9	209	7.53	-41.81
6.8	200	7.5	-39.45
4.6	199	7.47	-37.65
4.5	191	7.45	-34.64
8.1	179	7.45	-30.07
8.1	173	7.45	-27.8
5	161	7.39	-29.55
2.7	120	7.36	-36.19
3.1	92	7.39	-47.49
3.7	93	7.45	-58.74
3.8	95	7.51	-65.49
3.5	107	7.53	-68.75
3.7	137	7.52	-70.78
3.5	164	7.53	-73.27
2	221	7.62	-77.17
1.3	211	7.65	-79.13
2.6	209	7.62	-80.7
5.7	213	7.53	-81.86
4.7	212	7.51	-83.51
2.3	209	7.53	-84.67
2.4	217	7.54	-83.78
3.4	218	7.53	-78.99
3.4	212	7.53	-69.64
3.3	215	7.53	-59.91
4.7	228	7.56	-53.5
6.4	214	7.53	-47.22
8.6	182	7.45	-39
7.6	176	7.43	-35.22
5.5	168	7.45	-33.83
7	144	7.45	-31.44
7.7	133	7.44	-29.98
6.5	125	7.36	-30.76
4.5	114	7.34	-34.6
3.3	96	7.36	-42.31
3.5	87	7.39	-53.58
3.5	98	7.45	-63.67
2.7	130	7.53	-68.74
1.8	158	7.54	-71.86
0.8	209	7.53	-73.74
1	266	7.62	-74.36
0.4	357	7.57	-78.56
0.7	187	7.53	-81.07
3.5	205	7.53	-81.4
3.8	208	7.54	-82.72
2.3	213	7.53	-84.57
1.5	219	7.53	-85.29
2.7	214	7.54	-82.86
4	219	7.53	-73.86
4.3	233	7.51	-59.43
6.4	224	7.47	-53.73
7.7	210	7.45	-49.52
5.5	192	7.45	-39.38
2.6	165	7.45	-35.89
2.7	121	7.45	-35.57
5.4	127	7.45	-32.09
4.9	137	7.37	-29.71
2.7	148	7.36	-33.46
1.7	124	7.37	-44.84
2.1	95	7.36	-53.12
2.1	94	7.39	-53.72
2.3	94	7.45	-64.94
2.3	131	7.53	-69.48
2	154	7.54	-71.98
1.2	183	7.53	-74.74
1.2	245	7.62	-77.29
0.6	203	7.57	-79.65
1.2	183	7.53	-81.62
2.5	198	7.53	-82.95
3.1	206	7.53	-83.96
1.9	214	7.54	-84.85
2	209	7.53	-84.95
6.1	204	7.53	-82.61
8	211	7.53	-73.19
4.9	244	7.53	-57.04
5.1	241	7.47	-50.39
6.3	209	7.44	-46.64
6.4	178	7.45	-37.51
6.4	179	7.46	-32.66
5.9	189	7.45	-32.24
4.7	171	7.4	-32.84
4.5	132	7.36	-31.81
4.5	110	7.36	-29.27
3.7	98	7.36	-35.7
2.8	95	7.36	-52.13
2.7	93	7.41	-52.84
2.6	97	7.45	-64.64
4.1	132	7.45	-68.54
3	140	7.49	-71.44
0.7	189	7.53	-74.1
2	255	7.53	-73.92
2.1	229	7.53	-76.94
2.9	212	7.53	-79.31
3	205	7.53	-81.88
1.8	201	7.53	-84.52
1.1	204	7.53	-85.9
2.2	208	7.53	-85.15
3.7	208	7.53	-82.93
4.3	219	7.53	-74.37
4.4	243	7.53	-57.8
4.5	231	7.49	-46.23
5.3	201	7.45	-40.62
6.4	185	7.45	-37.75
5.6	182	7.46	-34.8
3.8	175	7.45	-30.65
3.4	137	7.4	-25.35
5.1	111	7.36	-21.94
6.5	103	7.36	-24.21
5.5	99	7.36	-35.95
2.2	94	7.36	-52.55
1.6	99	7.41	-53.66
3.1	98	7.45	-64.93
0.4	203	7.45	-70.19
1.3	238	7.49	-72.55
1	190	7.53	-75.05
1.1	190	7.53	-78.05
1.1	189	7.53	-80.54
3.9	208	7.55	-81.14
5.4	208	7.53	-82.09
4.6	204	7.49	-83.54
2.9	202	7.45	-84.84
2.7	215	7.45	-85.47
5.3	210	7.49	-84.58
6.2	219	7.53	-74.5
5.2	267	7.53	-54.46
6.9	256	7.49	-48.14
7.7	228	7.45	-46.75
5	195	7.45	-38.16
4.4	166	7.46	-33.26
3.9	158	7.45	-30.85
2.7	140	7.4	-26.7
2.2	95	7.36	-23.36
2.9	64	7.36	-25.11
3.2	63	7.36	-36.21
3.1	79	7.36	-52.22
3.6	80	7.41	-52.46
3.1	107	7.45	-64.03
1.2	196	7.45	-70.06
1.3	220	7.49	-72.39
1.1	167	7.53	-74.29
1.2	165	7.55	-76.66
1.4	201	7.53	-79.4
3.2	207	7.55	-80.19
4.4	208	7.53	-81.34
4.2	207	7.49	-83.01
2.9	202	7.45	-84.42
1.8	194	7.45	-84.78
4	211	7.48	-82.88
5.8	225	7.52	-73.56
4.8	251	7.53	-55.78
4.5	241	7.53	-44.39
6	208	7.49	-39.92
7.5	191	7.45	-38
6.1	181	7.4	-35.04
3.8	156	7.36	-30.42
4.3	117	7.36	-24.87
6	104	7.36	-21.49
6.8	101	7.36	-23.96
5.3	101	7.36	-35.97
2.1	95	7.36	-52.77
2.8	91	7.35	-53.56
3.6	104	7.36	-64.07
1.2	213	7.45	-71.44
1.8	242	7.51	-73.77
0.8	183	7.53	-74.77
1.3	159	7.54	-77.14
1.8	180	7.53	-80.57
2.6	194	7.55	-82.08
2.8	199	7.53	-83.64
1.9	199	7.49	-85.15
1.8	199	7.45	-85.94
3.4	201	7.45	-85.51
3.6	203	7.45	-83.17
3.4	230	7.45	-73.3
5.5	253	7.45	-56
7.1	230	7.45	-50.54
8.5	205	7.45	-47.8
7.8	189	7.45	-37.13
7.4	174	7.43	-31.74
7.4	163	7.4	-29.68
6.9	157	7.37	-25.47
5.7	154	7.36	-21.76
4.2	146	7.36	-23.3
2.9	122	7.31	-34.8
3	89	7.28	-52.01
2.6	96	7.3	-53.14
3.1	100	7.36	-63.97
2.4	125	7.45	-69.38
1.4	152	7.51	-72.04
0.8	182	7.53	-74.67
1	196	7.54	-77.56
1.7	190	7.53	-80.63
3.8	199	7.49	-81.3
4.6	201	7.45	-82.42
3.3	200	7.44	-84.14
2.2	202	7.44	-85.5
2.9	208	7.45	-85.47
3.9	212	7.45	-83
4.7	223	7.45	-73.56
6	240	7.45	-57.37
8.8	243	7.47	-50.38
7.8	233	7.45	-46.36
4	160	7.36	-37.44
5.1	144	7.36	-32.83
4.8	174	7.36	-30.54
3.9	188	7.36	-26.26
2	178	7.36	-22.73
1.3	96	7.36	-24.53
2.1	75	7.28	-36.19
1.9	95	7.28	-53.09
2.2	95	7.31	-53.22
3.4	105	7.36	-64.12
2.8	169	7.45	-68.95
2.2	192	7.46	-71.92
0.5	185	7.45	-75.08
0.6	209	7.48	-77.55
2.1	214	7.53	-79.53
0.9	195	7.45	-81.78
1.7	206	7.45	-83.03
1.2	198	7.45	-85.16
0.8	223	7.45	-84.84
2.1	204	7.45	-86.06
2.8	214	7.45	-80.29
4.8	238	7.45	-69.84
5.3	253	7.45	-56.81
7.2	218	7.45	-48.49
6.9	215	7.45	-43.16
7.7	215	7.41	-42.61
5.9	200	7.36	-37.53
2.7	177	7.36	-31.3
1	139	7.36	-32.47
2.5	215	7.36	-33.2
1.9	60	7.33	-33.76
3.4	59	7.3	-36.1
2.6	82	7.28	-42.33
3.3	101	7.31	-53.28
3.7	108	7.36	-64.16
2.3	127	7.42	-70.26
1.4	192	7.45	-72.89
1.4	227	7.46	-74.42
0.8	249	7.45	-75.61
1.6	206	7.45	-79.61
1.1	183	7.45	-83.11
1.4	182	7.45	-83.02
1.2	203	7.45	-84.35
1.7	150	7.45	-86.62
1.4	163	7.44	-86.57
4.9	223	7.44	-77.07
6	223	7.44	-74.71
4.9	231	7.45	-67.2
5.2	237	7.45	-54.92
6.9	220	7.36	-44.84
6.2	210	7.34	-40.54
3.2	175	7.36	-35.23
3.6	198	7.36	-33.24
2.6	168	7.36	-31.64
3.4	149	7.29	-31.61
2.7	113	7.26	-33.15
2.2	75	7.28	-36.39
2	87	7.32	-46.19
2.6	92	7.36	-54.13
3.3	102	7.36	-63.75
2.3	133	7.36	-67.66
1.4	173	7.45	-70.94
1	179	7.45	-74.43
1	223	7.44	-76.05
2.3	222	7.45	-78.36
1.7	211	7.45	-80.74
2.1	195	7.45	-82.36
3.1	206	7.45	-83.48
2.2	209	7.45	-84.68
1.5	207	7.45	-84.93
2.1	227	7.45	-79.28
4	237	7.43	-71.6
3.8	262	7.41	-54.18
5.7	236	7.38	-50.3
7.8	191	7.36	-42.37
7.5	173	7.36	-37.28
5.2	160	7.36	-35.2
4.6	151	7.36	-32.97
4.6	160	7.36	-31.44
1.8	170	7.28	-30.81
3.1	160	7.28	-32.56
2.4	117	7.28	-35.98
2.1	99	7.31	-46.15
3.6	93	7.35	-53.66
2.9	108	7.36	-64.46
1.3	121	7.36	-68
1.9	164	7.45	-71.1
0.8	187	7.45	-75.14
1.3	197	7.44	-77.31
2.8	219	7.45	-78.87
1.7	201	7.45	-81.5
1.2	195	7.45	-82.8
3.7	208	7.41	-83.18
2.3	208	7.36	-85
2.1	204	7.36	-85.39
2.7	208	7.45	-80.21
3.5	229	7.48	-70.54
4.8	250	7.45	-59.51
4.9	242	7.4	-53.53
5.6	224	7.36	-49.87
5.4	202	7.36	-40.32
4.7	187	7.36	-36.14
4.3	180	7.36	-32.95
3.3	161	7.3	-31.95
3.5	173	7.28	-31.75
2.3	123	7.28	-32.73
1.5	103	7.28	-36.04
2.3	89	7.29	-45.53
3.3	88	7.31	-53.27
3.4	103	7.34	-63.62
1.8	118	7.36	-67.84
2	166	7.36	-70.27
0.8	183	7.45	-74.48
1.2	232	7.48	-76.47
2.2	220	7.45	-78.64
1.3	193	7.45	-81.45
2.9	192	7.45	-82.57
3.1	198	7.41	-84.06
2.1	207	7.36	-85.67
2.6	202	7.36	-85.37
3.9	202	7.37	-81.83
4.5	221	7.37	-71.54
5.5	233	7.37	-59.52
6.9	221	7.36	-51.11
8.6	205	7.36	-44.22
7.4	199	7.39	-38.86
5.7	182	7.36	-35.32
5.9	154	7.28	-32.51
2.7	139	7.28	-31.23
5	195	7.28	-33.15
2.2	102	7.28	-32.73
1.1	37	7.28	-36.1
1.9	77	7.25	-46.38
3.5	85	7.24	-54.05
3.4	100	7.28	-64.3
2.7	112	7.36	-68.1
1.4	170	7.36	-70.92
1.3	175	7.45	-74.86
1	226	7.48	-76.22
1.9	218	7.45	-79.21
1.2	192	7.45	-82.09
2.2	200	7.36	-83.26
2	207	7.35	-84.57
1.2	203	7.36	-85.57
1.7	198	7.36	-85.82
3.1	210	7.45	-80.32
4.1	227	7.46	-70.47
4.9	237	7.41	-61.24
6	231	7.36	-55.93
5.5	229	7.37	-47
6	205	7.39	-41.63
5.6	176	7.36	-35.65
5.4	181	7.28	-32.78
4	161	7.28	-31.56
2.7	146	7.28	-32.21
1.6	125	7.28	-33.52
2.1	84	7.28	-36.2
2.2	80	7.28	-45.82
3.4	90	7.27	-53.85
3.2	92	7.28	-62.64
1.4	108	7.3	-67.22
0.8	158	7.33	-69.76
1.8	175	7.36	-73.74
1	216	7.4	-76.03
2	216	7.45	-79.24
1.5	204	7.45	-81.76
1.6	201	7.36	-82.79
2.3	192	7.34	-84.66
1.4	213	7.36	-85.17
1.6	200	7.36	-85.91
2	210	7.36	-80.16
3.3	230	7.37	-71.18
4.3	245	7.36	-57.42
5.5	234	7.36	-51.7
6.3	205	7.39	-43.15
6.3	184	7.4	-41
5.6	182	7.36	-36.55
4.3	164	7.28	-33.44
3.4	169	7.28	-31.93
2.4	52	7.28	-32.7
2.2	81	7.28	-33.3
2.2	64	7.28	-36.49
2.3	84	7.26	-46.08
3	84	7.24	-54.1
3.3	103	7.28	-64.51
1.8	116	7.36	-69.39
1.4	166	7.36	-70.5
0.7	184	7.45	-74.03
0.8	220	7.48	-76.69
2.6	212	7.45	-78.92
2.1	200	7.36	-81.17
1.2	206	7.36	-82.97
1.6	199	7.37	-85
0.7	217	7.36	-84.02
2	191	7.36	-86.68
2.9	213	7.36	-80.24
5.3	235	7.36	-69.85
5.5	253	7.36	-55.74
6.1	233	7.36	-50.06
6.9	211	7.34	-42.34
6.5	204	7.3	-38.08
5.4	202	7.28	-34.82
3.9	173	7.28	-33.94
3.9	176	7.28	-32.07
1.5	171	7.28	-31.77
1.2	68	7.28	-32.96
2	107	7.19	-36.12
1.7	82	7.22	-46.03
2.2	93	7.28	-57.18
2.5	112	7.28	-63.98
1.5	160	7.29	-68.07
0.9	188	7.36	-71.36
0.8	181	7.36	-74.35
1.3	212	7.36	-76.58
2	206	7.36	-78.75
1.9	200	7.36	-80.82
2.9	197	7.36	-81.98
2.1	232	7.36	-83.39
1.1	205	7.36	-85.76
1	205	7.36	-84.36
1.7	206	7.36	-79.25
4.1	230	7.37	-70.96
5.2	248	7.37	-56.82
5.3	241	7.36	-56.56
7.7	211	7.35	-42.44
6.7	197	7.31	-39.24
6.1	178	7.28	-34.33
4.6	173	7.28	-32.65
6.1	158	7.28	-30.7
4.8	158	7.28	-30.88
1.8	147	7.19	-32.47
2.2	78	7.19	-34.25
2.5	83	7.23	-39.78
1.9	81	7.27	-50.26
2.8	86	7.28	-56.09
3.3	102	7.28	-65.14
2.1	130	7.36	-68.99
1.3	177	7.36	-74.49
1.4	214	7.36	-76.9
1.7	220	7.36	-78.88
1.3	200	7.36	-81.18
2.8	201	7.36	-82.41
3.8	215	7.36	-83.49
2.6	213	7.33	-85.31
1.8	197	7.36	-85.18
4.4	201	7.36	-79.86
3.2	228	7.36	-69.1
4.3	256	7.36	-55.62
5	237	7.36	-51.2
4.4	204	7.28	-42.57
5.5	180	7.28	-39.85
6	166	7.28	-35.25
4.8	166	7.28	-32.92
4	163	7.29	-31.76
1.6	270	7.26	-28.39
1.1	126	7.19	-30.43
2.1	88	7.19	-37.13
2	81	7.19	-44.86
2.4	95	7.28	-59.43
2.5	103	7.28	-63.94
2.3	114	7.28	-67.57
1.5	176	7.36	-70.49
1.2	177	7.36	-74.13
1	219	7.36	-75.87
1.9	215	7.36	-78.93
1.8	202	7.36	-81.81
2.1	189	7.36	-82.82
3.5	206	7.37	-84.13
2.1	212	7.38	-85.74
1.2	194	7.39	-86.15
0.8	220	7.38	-84.01
2.4	233	7.36	-73.56
3.5	245	7.33	-63.24
4.4	238	7.29	-53.94
4.2	209	7.28	-49.52
4	186	7.28	-36.98
4.3	169	7.25	-35.45
3.5	150	7.21	-32.64
3	158	7.19	-31.16
2.2	69	7.22	-31.69
1.2	70	7.21	-31.77
2.3	104	7.19	-35.47
1.6	88	7.24	-44.2
2.2	93	7.28	-57.04
2.8	102	7.27	-64.45
1.7	119	7.25	-68.38
1.3	177	7.28	-71.89
0.8	177	7.36	-74.61
1	225	7.36	-76.6
2.2	202	7.36	-79.75
2.4	199	7.36	-81.16
1.6	198	7.36	-82.91
1.6	207	7.29	-85.03
0.8	223	7.28	-85.19
1	194	7.28	-86.47
3.4	207	7.36	-78.84
4.1	229	7.36	-73.55
4.5	240	7.3	-58.76
6	232	7.28	-49.91
6.5	215	7.36	-46.79
4.3	188	7.36	-38.84
4.5	188	7.28	-35.21
3	170	7.22	-33.13
4.2	160	7.19	-30.18
4.4	139	7.19	-30.34
2.7	173	7.2	-31.73
1.1	87	7.19	-34.86
1.7	86	7.19	-44.84
2.1	97	7.2	-58.19
2.2	106	7.22	-64.25
1.1	150	7.25	-67.65
0.9	175	7.28	-71.08
0.5	217	7.32	-72.73
1	217	7.36	-75.82
1.9	235	7.34	-78.16
1.4	209	7.32	-80.34
2.7	195	7.3	-81.86
2.2	222	7.28	-83.49
1	209	7.28	-85.03
1.4	187	7.28	-85.31
2.3	214	7.3	-78.9
3.7	243	7.36	-67.79
4.7	250	7.36	-59.89
5.4	234	7.32	-51.01
7.4	218	7.28	-43
5.9	197	7.28	-38.41
3.9	204	7.28	-34.7
4.7	176	7.24	-32.73
1.8	127	7.19	-31.95
3.7	145	7.19	-31.84
1.5	147	7.19	-32.88
1.7	109	7.19	-36.22
2.1	82	7.18	-46.15
3.1	90	7.19	-57.96
3.3	98	7.23	-63.93
2.6	120	7.28	-67.6
1.3	182	7.32	-71.47
0.8	188	7.34	-74.8
1	208	7.36	-76.07
2.5	204	7.32	-78.83
1.3	184	7.28	-82.24
1.4	190	7.26	-83.06
1.8	229	7.26	-83.57
1	214	7.28	-85.43
1.5	189	7.32	-84.67
2.6	206	7.36	-79.25
3.8	236	7.37	-68
5.2	260	7.34	-53.76
5.2	235	7.28	-48.01
6.1	215	7.28	-42.57
6.5	212	7.28	-39.81
4.2	202	7.28	-34.88
3.6	176	7.19	-33.23
4.7	175	7.19	-31.17
1	119	7.19	-31.06
0.6	256	7.19	-32.56
1.8	88	7.16	-36.51
2	84	7.11	-46.35
2.2	92	7.11	-58.67
2.2	103	7.18	-64.8
0.9	163	7.28	-68.27
0.7	190	7.33	-71.94
1	174	7.34	-75.13
1.2	213	7.32	-76.74
1.2	201	7.28	-79.44
2.1	201	7.28	-80.81
1	205	7.28	-82.28
1.7	197	7.28	-84.8
0.8	215	7.28	-85.48
1.2	202	7.28	-85.78
3	217	7.28	-80
4.2	238	7.28	-69
4.7	264	7.28	-54.74
5.3	247	7.28	-50.12
5.7	204	7.28	-45.6
3.8	207	7.24	-37.97
4	168	7.19	-34.04
3.6	174	7.19	-32.42
3.8	167	7.19	-31.36
3.8	109	7.19	-31.49
1.4	73	7.19	-32.96
0.8	40	7.11	-36.53
1.6	92	7.11	-46.84
2.4	96	7.18	-58.52
2.4	106	7.19	-64.83
1.2	179	7.28	-68.81
0.9	184	7.34	-72.45
0.6	203	7.36	-74.59
0.9	214	7.36	-76.33
1.6	203	7.34	-78.83
1.3	213	7.32	-80.99
2.1	206	7.3	-82.28
1.3	204	7.29	-83.61
1.4	207	7.28	-85.07
2	204	7.28	-83.69
2.8	220	7.28	-77.71
4.2	250	7.28	-66.36
4.6	273	7.28	-53.08
4.3	237	7.28	-46.88
6.1	202	7.29	-43.63
5.7	197	7.28	-38.03
4.6	191	7.23	-34.09
4.4	162	7.19	-31.93
1.9	223	7.19	-30.56
1	138	7.19	-30.66
2.9	120	7.16	-32.3
1.4	90	7.12	-35.59
2	92	7.11	-46.86
2.5	98	7.14	-58.05
2.9	107	7.19	-63.12
1.7	161	7.24	-67.85
1	182	7.28	-71.86
0.5	209	7.3	-73.02
0.8	217	7.3	-75.86
2.2	220	7.31	-78.69
1.6	182	7.28	-81.06
1.7	199	7.27	-81.8
1.9	204	7.28	-83.54
2	200	7.28	-85.51
2.1	212	7.28	-85.15
2.5	204	7.28	-79.45
4.7	239	7.28	-68
5.5	238	7.28	-54.32
6.7	226	7.28	-50.9
5.3	170	7.28	-41.23
6	196	7.24	-38.03
4.7	174	7.19	-34.68
5	166	7.18	-32.14
0.4	317	7.19	-30.18
3.2	180	7.19	-31.38
0.5	108	7.11	-31.98
2.2	64	7.08	-35.9
2.2	91	7.11	-43.73
2.3	90	7.15	-58.88
2.7	104	7.19	-63.63
2.1	142	7.25	-67.51
1.3	172	7.28	-70.86
1	185	7.28	-74.37
0.8	222	7.29	-75.75
2.9	229	7.28	-78.54
1.4	187	7.29	-80.95
2.4	203	7.28	-82.16
4.5	209	7.23	-82.82
1.6	207	7.19	-84.24
1.1	225	7.21	-83.38
2	207	7.25	-81.45
4	237	7.28	-69.75
4.1	252	7.27	-56.11
5	236	7.24	-52.53
6.4	194	7.21	-46.5
8.9	166	7.19	-39.08
8.8	154	7.19	-35.06
6.6	146	7.19	-32.56
4.1	144	7.19	-29.07
1.9	161	7.18	-26.2
1	216	7.14	-26.59
0.4	231	7.11	-32.86
1.6	93	7.09	-45.77
3	91	7.11	-58.6
1.7	92	7.18	-64.91
0.5	264	7.27	-67.04
1.5	269	7.3	-68.73
1.5	269	7.3	-70.64
1	269	7.28	-72.66
1.2	242	7.29	-78.18
1.5	221	7.28	-82.2
2.1	204	7.23	-83.79
2.5	191	7.19	-84.37
2.7	186	7.19	-84.48
2.6	208	7.22	-80.28
3.2	243	7.25	-72.16
4.4	264	7.28	-61.9
4.9	275	7.29	-52.14
4.3	269	7.28	-46.68
4	213	7.24	-42.7
6.7	178	7.19	-39.29
7.4	171	7.19	-36.43
6.2	170	7.19	-33.52
4.5	173	7.19	-30.26
3.1	180	7.17	-28.14
1.8	184	7.14	-29.06
1	151	7.11	-34.92
2	102	7.1	-46.26
2.9	100	7.11	-58.04
2.4	120	7.15	-65.35
2	161	7.19	-69.26
2.1	184	7.23	-71.98
1.9	192	7.26	-74.17
1.4	193	7.28	-76.09
2.2	233	7.23	-77.86
1.8	201	7.19	-80.68
2.1	208	7.19	-82.97
2.6	224	7.19	-84.48
2.7	230	7.19	-84.36
2.9	252	7.22	-80.01
3.7	274	7.26	-71.96
4.3	283	7.28	-61.73
4.1	280	7.26	-52.81
4.2	250	7.22	-50.2
6.8	212	7.2	-42.5
5	201	7.19	-37.98
3.8	185	7.21	-34.63
3.5	191	7.19	-30.73
0.5	269	7.14	-29.19
1.4	1	7.11	-30.12
1.9	160	7.11	-31.96
2.6	94	7.11	-34.36
1.8	81	7.1	-46.17
3.2	87	7.11	-57.61
3.2	101	7.15	-64.11
2.4	121	7.19	-68.03
1.3	174	7.23	-71.51
1.1	179	7.26	-74.69
